0.44883,Inf
0.22005,0.1236
0.14995,0.050645
0.10065,0.027108
0.059255,0.01082
0.037455,0.0044464
0.022439,0.0013825
0.012157,0.00040119
0.0058185,9.5003e-05
0.0028158,1.9937e-05
0.0012401,4.4062e-06
0.00085034,1.5527e-06
0.00061834,8.0149e-07
0.00039288,4.0523e-07
0.00023033,1.764e-07
0.00014876,6.5293e-08
8.6786e-05,2.0649e-08
4.5453e-05,5.5656e-09
2.1035e-05,1.2775e-09
1.0319e-05,2.627e-10
4.4472e-06,6.3764e-11
3.5961e-06,2.6206e-11
2.5033e-06,1.3843e-11
1.54e-06,6.7362e-12
9.3083e-07,2.7974e-12
5.8703e-07,9.8902e-13
3.323e-07,2.98e-13
1.6828e-07,7.5818e-14
7.9171e-08,1.5698e-14
3.7343e-08,2.2703e-15
1.906e-08,-2.8633e-16
1.4988e-08,-6.9642e-16
1.0035e-08,-9.0691e-16
5.9913e-09,-1.0752e-15
3.7598e-09,-1.0796e-15
2.2966e-09,-1.1304e-15
1.261e-09,-1.0711e-15
6.1593e-10,-1.1404e-15
2.9503e-10,-1.0645e-15
1.3316e-10,-1.0166e-15
8.2823e-11,-1.1558e-15
6.1686e-11,-1.1037e-15
3.9858e-11,-1.0659e-15
2.3507e-11,-1.0379e-15
1.504e-11,-1.0666e-15
8.908e-12,-1.0627e-15
4.7407e-12,-9.8731e-16
2.2255e-12,-9.7987e-16
1.0878e-12,-1.0484e-15
4.6645e-13,-1.025e-15
3.5309e-13,-1.0343e-15
2.5104e-13,-1.0687e-15
1.5685e-13,-9.352e-16
9.2835e-14,-1.0466e-15
5.9758e-14,-9.8072e-16
3.4105e-14,-1.0355e-15
1.7764e-14,-9.5832e-16
8.3614e-15,-8.2066e-16
3.8164e-15,-9.59e-16
1.9706e-15,-9.1351e-16
1.5196e-15,-9.6553e-16
9.992e-16,-1.0148e-15
7.2164e-16,-8.2053e-16
5.6205e-16,-9.119e-16
4.5797e-16,-8.6899e-16
4.8572e-16,-9.6874e-16
4.1633e-16,-8.638e-16
4.1633e-16,-8.3611e-16
4.6491e-16,-9.1415e-16
4.3715e-16,-8.8006e-16
4.0939e-16,-8.2258e-16
4.3021e-16,-8.6707e-16
3.9552e-16,-7.9777e-16
4.3021e-16,-8.6707e-16
4.5103e-16,-8.8319e-16
4.3715e-16,-8.806e-16
3.9552e-16,-7.9333e-16
4.5103e-16,-8.8763e-16
3.8858e-16,-7.7979e-16
4.1633e-16,-8.4055e-16
3.9552e-16,-7.9551e-16
3.6776e-16,-7.3974e-16
4.2327e-16,-8.5354e-16
4.0939e-16,-8.2258e-16
3.6776e-16,-7.3974e-16
3.747e-16,-7.5327e-16
3.8858e-16,-7.7979e-16
3.6776e-16,-7.4028e-16
3.4694e-16,-6.8454e-16
3.6082e-16,-7.116e-16
3.747e-16,-7.5727e-16
3.4694e-16,-7.0023e-16
3.6776e-16,-7.4429e-16
3.8858e-16,-7.8252e-16
3.4001e-16,-6.7155e-16
3.1225e-16,-6.185e-16
3.5388e-16,-7.1322e-16
3.3307e-16,-6.5801e-16
3.2613e-16,-6.4503e-16
2.9143e-16,-5.7572e-16
3.4001e-16,-6.907e-16
3.1225e-16,-6.185e-16
3.1225e-16,-6.2251e-16
3.3307e-16,-6.6311e-16
3.2613e-16,-6.4903e-16
3.1919e-16,-6.3604e-16
3.2613e-16,-6.4459e-16
3.0531e-16,-6.0952e-16
3.1225e-16,-6.1796e-16
3.4694e-16,-6.9968e-16
3.1919e-16,-6.3604e-16
2.7756e-16,-5.346e-16
2.7756e-16,-5.3634e-16
2.8449e-16,-5.5431e-16
2.8449e-16,-5.5431e-16
2.7062e-16,-5.3577e-16
3.1919e-16,-6.3105e-16
2.9143e-16,-5.8245e-16
2.7062e-16,-5.3523e-16
2.7756e-16,-5.5648e-16
2.4286e-16,-4.7148e-16
2.3592e-16,-4.5849e-16
2.5674e-16,-4.9854e-16
2.2898e-16,-4.455e-16
2.5674e-16,-4.9854e-16
2.8449e-16,-5.6946e-16
1.9429e-16,-3.9289e-16
2.2898e-16,-4.4106e-16
2.2898e-16,-4.4052e-16
2.4286e-16,-4.8219e-16
2.3592e-16,-4.5849e-16
2.2204e-16,-4.3197e-16
2.3592e-16,-4.6865e-16
2.2898e-16,-4.4496e-16
2.1511e-16,-4.1399e-16
2.2204e-16,-4.3251e-16
1.8735e-16,-3.5822e-16
2.2898e-16,-4.455e-16
1.8041e-16,-3.6637e-16
2.0123e-16,-3.9202e-16
2.2204e-16,-4.3153e-16
2.0817e-16,-4.0046e-16
1.8041e-16,-3.4469e-16
1.7347e-16,-3.5338e-16
1.5266e-16,-2.9565e-16
1.3184e-16,-2.7509e-16
1.8041e-16,-3.7091e-16
2.0123e-16,-3.8747e-16
1.5266e-16,-3.1059e-16
1.9429e-16,-3.7394e-16
1.7347e-16,-3.357e-16
1.249e-16,-2.621e-16
1.1796e-16,-2.4802e-16
1.3878e-16,-2.8862e-16
1.7347e-16,-3.357e-16
1.6653e-16,-3.1817e-16
1.5959e-16,-3.0918e-16
1.6653e-16,-3.3984e-16
1.3184e-16,-2.7509e-16
1.4572e-16,-3.0215e-16
1.4572e-16,-2.7811e-16
1.1102e-16,-2.3005e-16
1.4572e-16,-3.0161e-16
1.1796e-16,-2.4857e-16
1.1102e-16,-2.3503e-16
9.7145e-17,-1.9336e-16
7.6328e-17,-1.6573e-16
1.1796e-16,-2.4857e-16
1.1102e-16,-2.3005e-16
1.1102e-16,-2.3503e-16
1.1796e-16,-2.4358e-16
9.7145e-17,-2.0407e-16
9.7145e-17,-2.0353e-16
1.249e-16,-2.6155e-16
9.0206e-17,-1.9054e-16
7.6328e-17,-1.5385e-16
8.3267e-17,-1.6186e-16
7.6328e-17,-1.5331e-16
1.1102e-16,-9.865e-17
6.245e-17,-1.3477e-16
1.1796e-16,-2.4358e-16
2.0817e-17,5.4562e-19
7.6328e-17,-1.2069e-16
6.245e-17,-1.2235e-16
7.6328e-17,1.5695e-17
9.7145e-17,-6.7143e-17
4.1633e-17,-7.9564e-17
2.0817e-17,-4.4495e-17
4.1633e-17,-7.9564e-17
7.6328e-17,-1.3251e-16
6.9389e-17,9.7441e-17
4.1633e-17,4.167e-17
2.7756e-17,1.8519e-17
4.8572e-17,6.8737e-17
2.0817e-17,-8.548e-18
5.5511e-17,-4.9673e-17
5.5511e-17,-3.4524e-17
2.7756e-17,1.8519e-17
2.0817e-17,5.4562e-19
0,0
